ID_Paquete,Pais,Fecha_Venta,Venta
40615526938,Colombia,2021-06-01,1
40615512373,Colombia,2021-06-01,1
40616762029,Colombia,2021-06-01,1
40616363550,Colombia,2021-06-01,1
40615677891,Colombia,2021-06-01,3
40615949856,Colombia,2021-06-01,1
40616332857,Colombia,2021-06-01,2
40616364497,Colombia,2021-06-01,1
40615874400,Colombia,2021-06-01,2
40615021915,Colombia,2021-06-01,1
40617166196,Colombia,2021-06-01,1
40615451104,Colombia,2021-06-01,1
40615661397,Colombia,2021-06-01,1
40615731132,Colombia,2021-06-01,1
40616368643,Colombia,2021-06-01,1
40616646972,Colombia,2021-06-01,1
40615787315,Colombia,2021-06-01,1
40616812091,Colombia,2021-06-01,1
40615288426,Colombia,2021-06-01,1
40615610101,Colombia,2021-06-01,6
40616033461,Colombia,2021-06-01,1
40616609085,Colombia,2021-06-01,1
40616198084,Colombia,2021-06-01,1
40615262212,Colombia,2021-06-01,1
40617158835,Colombia,2021-06-01,1
40615867121,Colombia,2021-06-01,1
40616486452,Colombia,2021-06-01,1
40616986441,Colombia,2021-06-01,1
40616262093,Colombia,2021-06-01,1
40614323950,Colombia,2021-06-01,1
40616954585,Colombia,2021-06-01,2
40616106418,Colombia,2021-06-01,2
40616785365,Colombia,2021-06-01,1
40615606205,Colombia,2021-06-01,1
40616482933,Colombia,2021-06-01,2
40616621371,Colombia,2021-06-01,1
40616587890,Colombia,2021-06-01,1
40616558342,Colombia,2021-06-01,2
40616321611,Colombia,2021-06-01,1
40616874326,Colombia,2021-06-01,1
40615884745,Colombia,2021-06-01,1
40616230326,Colombia,2021-06-01,1
40616352045,Colombia,2021-06-01,2
40615771771,Colombia,2021-06-01,1
40616511556,Colombia,2021-06-01,1
40615313385,Colombia,2021-06-01,1
40615691655,Colombia,2021-06-01,1
40617240259,Colombia,2021-06-01,1
40616990787,Colombia,2021-06-01,1
40617151942,Colombia,2021-06-01,1
40616495157,Colombia,2021-06-01,1
40617367746,Colombia,2021-06-01,8
40616591363,Colombia,2021-06-01,1
40615825504,Colombia,2021-06-01,4
40617322720,Colombia,2021-06-01,3
40615998719,Colombia,2021-06-01,1
40616031978,Colombia,2021-06-01,1
40615888969,Colombia,2021-06-01,1
40615686803,Colombia,2021-06-01,1
40616343892,Colombia,2021-06-01,1
40616050923,Colombia,2021-06-01,1
40615621120,Colombia,2021-06-01,1
40615897663,Colombia,2021-06-01,1
40615559912,Colombia,2021-06-01,1
40615869491,Colombia,2021-06-01,1
40617242467,Colombia,2021-06-01,1
40617037668,Colombia,2021-06-01,1
40615776705,Colombia,2021-06-01,1
40617304778,Colombia,2021-06-01,1
40617318325,Colombia,2021-06-01,4
40616196910,Colombia,2021-06-01,1
40616923678,Colombia,2021-06-01,1
40609668409,Colombia,2021-06-01,1
40615616547,Colombia,2021-06-01,1
40615916780,Colombia,2021-06-01,2
40616989277,Colombia,2021-06-01,5
40615749895,Colombia,2021-06-01,1
40615793268,Colombia,2021-06-01,6
40616053383,Colombia,2021-06-01,1
40617328392,Colombia,2021-06-01,1
40615172437,Colombia,2021-06-01,1
40615444730,Colombia,2021-06-01,1
40616699160,Colombia,2021-06-01,6
40615425194,Colombia,2021-06-01,1
40616633598,Colombia,2021-06-01,2
40615735843,Colombia,2021-06-01,1
40615064436,Colombia,2021-06-01,1
40616297505,Colombia,2021-06-01,2
40616113504,Colombia,2021-06-01,2
40610651667,Colombia,2021-06-01,1
40615669204,Colombia,2021-06-01,3
40617253229,Colombia,2021-06-01,1
40616992440,Colombia,2021-06-01,1
40617311940,Colombia,2021-06-01,1
40615765658,Colombia,2021-06-01,1
40616664679,Colombia,2021-06-01,1
40616160410,Colombia,2021-06-01,1
40617029514,Colombia,2021-06-01,1
40615698650,Colombia,2021-06-01,2
40616797042,Colombia,2021-06-01,10
40617304148,Colombia,2021-06-01,1
40617235733,Colombia,2021-06-01,1
40614632417,Colombia,2021-06-01,1
40617249462,Colombia,2021-06-01,1
40617256802,Colombia,2021-06-01,1
40615555380,Colombia,2021-06-01,2
40615380167,Colombia,2021-06-01,1
40617286933,Colombia,2021-06-01,1
40616721672,Colombia,2021-06-01,2
40616152695,Colombia,2021-06-01,1
40615448095,Colombia,2021-06-01,1
40615928039,Colombia,2021-06-01,1
40616398910,Colombia,2021-06-01,1
40616003468,Colombia,2021-06-01,1
40617270582,Colombia,2021-06-01,1
40615957321,Colombia,2021-06-01,1
40615413794,Colombia,2021-06-01,1
40615621831,Colombia,2021-06-01,1
40617169984,Colombia,2021-06-01,1
40616007411,Colombia,2021-06-01,1
40616686583,Colombia,2021-06-01,1
40616068482,Colombia,2021-06-01,1
40616660271,Colombia,2021-06-01,1
40616226463,Colombia,2021-06-01,1
40615612827,Colombia,2021-06-01,1
40616387475,Colombia,2021-06-01,2
40615915359,Colombia,2021-06-01,1
40615415917,Colombia,2021-06-01,2
40615084792,Colombia,2021-06-01,1
40615804769,Colombia,2021-06-01,1
40614399397,Colombia,2021-06-01,1
40616218637,Colombia,2021-06-01,1
40615277539,Colombia,2021-06-01,1
40617156570,Colombia,2021-06-01,1
40616866148,Colombia,2021-06-01,1
40615995492,Colombia,2021-06-01,1
40616262845,Colombia,2021-06-01,1
40616788587,Colombia,2021-06-01,1
40615582324,Colombia,2021-06-01,1
40617256545,Colombia,2021-06-01,2
40617245561,Colombia,2021-06-01,1
40616694406,Colombia,2021-06-01,1
40616302228,Colombia,2021-06-01,1
40615864686,Colombia,2021-06-01,1
40616017022,Colombia,2021-06-01,2
40616743135,Colombia,2021-06-01,1
40615950541,Colombia,2021-06-01,1
40616887999,Colombia,2021-06-01,1
40616810049,Colombia,2021-06-01,8
40615136075,Colombia,2021-06-01,1
40616323908,Colombia,2021-06-01,1
40614279219,Colombia,2021-06-01,1
40617096222,Colombia,2021-06-01,1
40615726353,Colombia,2021-06-01,1
40615841098,Colombia,2021-06-01,1
40616712856,Colombia,2021-06-01,1
40615873196,Colombia,2021-06-01,1
40616543776,Colombia,2021-06-01,2
40616403436,Colombia,2021-06-01,1
40615892357,Colombia,2021-06-01,1
40616111728,Colombia,2021-06-01,1
40616602560,Colombia,2021-06-01,1
40617226056,Colombia,2021-06-01,1
40616138838,Colombia,2021-06-01,1
40615558379,Colombia,2021-06-01,1
40616353308,Colombia,2021-06-01,1
40616264850,Colombia,2021-06-01,2
40615451742,Colombia,2021-06-01,10
40615071939,Colombia,2021-06-01,1
40616308995,Colombia,2021-06-01,1
40616636202,Colombia,2021-06-01,2
40616265375,Colombia,2021-06-01,1
40616684265,Colombia,2021-06-01,1
40617176641,Colombia,2021-06-01,1
40617014959,Colombia,2021-06-01,1
40617371142,Colombia,2021-06-01,2
40616286982,Colombia,2021-06-01,1
40616890927,Colombia,2021-06-01,2
40616781730,Colombia,2021-06-01,2
40616411599,Colombia,2021-06-01,1
40617301276,Colombia,2021-06-01,2
40616007515,Colombia,2021-06-01,1
40615791727,Colombia,2021-06-01,4
40616446465,Colombia,2021-06-01,2
40615345141,Colombia,2021-06-01,1
40608146562,Colombia,2021-06-01,1
40615042237,Colombia,2021-06-01,1
40615743984,Colombia,2021-06-01,2
40617116524,Colombia,2021-06-01,1
40615779634,Colombia,2021-06-01,1
40616368409,Colombia,2021-06-01,1
40616030961,Colombia,2021-06-01,1
40616163511,Colombia,2021-06-01,1
40616012504,Colombia,2021-06-01,1
40616542902,Colombia,2021-06-01,1
40616426870,Colombia,2021-06-01,1
40615221647,Colombia,2021-06-01,1
40617296771,Colombia,2021-06-01,1
40617302498,Colombia,2021-06-01,1
40616234450,Colombia,2021-06-01,1
40615692335,Colombia,2021-06-01,1
40617264286,Colombia,2021-06-01,1
40616628607,Colombia,2021-06-01,2
40616659220,Colombia,2021-06-01,2
40614931614,Colombia,2021-06-01,1
40615146666,Colombia,2021-06-01,1
40615822717,Colombia,2021-06-01,1
40615794705,Colombia,2021-06-01,1
40617262984,Colombia,2021-06-01,1
40615764212,Colombia,2021-06-01,1
40617321447,Colombia,2021-06-01,3
40616171974,Colombia,2021-06-01,1
40616796782,Colombia,2021-06-01,1
40617223725,Colombia,2021-06-01,1
40615361682,Colombia,2021-06-01,1
40615595185,Colombia,2021-06-01,1
40614925795,Colombia,2021-06-01,1
40616604377,Colombia,2021-06-01,1
40616534288,Colombia,2021-06-01,1
40616063733,Colombia,2021-06-01,1
40616193339,Colombia,2021-06-01,1
40616696138,Colombia,2021-06-01,1
40617236607,Colombia,2021-06-01,1
40616494116,Colombia,2021-06-01,6
40616660086,Colombia,2021-06-01,1
40614937904,Colombia,2021-06-01,2
40615711760,Colombia,2021-06-01,1
40617322795,Colombia,2021-06-01,1
40615551278,Colombia,2021-06-01,1
40616326435,Colombia,2021-06-01,1
40616039296,Colombia,2021-06-01,1
40615201182,Colombia,2021-06-01,1
40615533678,Colombia,2021-06-01,1
40616309419,Colombia,2021-06-01,1
40616547389,Colombia,2021-06-01,1
40616333147,Colombia,2021-06-01,1
40615501154,Colombia,2021-06-01,2
40617204534,Colombia,2021-06-01,1
40616979803,Colombia,2021-06-01,1
40615343227,Colombia,2021-06-01,1
40616500472,Colombia,2021-06-01,1
40615408534,Colombia,2021-06-01,2
40615816512,Colombia,2021-06-01,3
40616908903,Colombia,2021-06-01,1
40615449948,Colombia,2021-06-01,2
40617320658,Colombia,2021-06-01,1
40611288683,Colombia,2021-06-01,1
40615850601,Colombia,2021-06-01,1
40616487626,Colombia,2021-06-01,1
40615585391,Colombia,2021-06-01,1
40616525722,Colombia,2021-06-01,4
40615275724,Colombia,2021-06-01,1
40616233370,Colombia,2021-06-01,1
40616272427,Colombia,2021-06-01,1
40616645946,Colombia,2021-06-01,1
40616630162,Colombia,2021-06-01,1
40615063736,Colombia,2021-06-01,2
40616796743,Colombia,2021-06-01,1
40616664300,Colombia,2021-06-01,2
40611674842,Colombia,2021-06-01,1
40615789404,Colombia,2021-06-01,1
40615744031,Colombia,2021-06-01,2
40616649105,Colombia,2021-06-01,1
40616114759,Colombia,2021-06-01,1
40616698842,Colombia,2021-06-01,3
40615697945,Colombia,2021-06-01,1
40615253567,Colombia,2021-06-01,1
40616253116,Colombia,2021-06-01,1
40607471860,Colombia,2021-06-01,1
40616795622,Colombia,2021-06-01,1
40615782489,Colombia,2021-06-01,1
40617354911,Colombia,2021-06-01,1
40617055904,Colombia,2021-06-01,1
40615027564,Colombia,2021-06-01,3
40615610627,Colombia,2021-06-01,1
40616347490,Colombia,2021-06-01,1
40616615194,Colombia,2021-06-01,1
40615756713,Colombia,2021-06-01,1
40615832735,Colombia,2021-06-01,1
40617226077,Colombia,2021-06-01,1
40615162737,Colombia,2021-06-01,1
40615977071,Colombia,2021-06-01,1
40615396002,Colombia,2021-06-01,1
40614689298,Colombia,2021-06-01,1
40615212739,Colombia,2021-06-01,2
40615414823,Colombia,2021-06-01,2
40617018609,Colombia,2021-06-01,1
40615428935,Colombia,2021-06-01,1
40616837287,Colombia,2021-06-01,2
40616285845,Colombia,2021-06-01,1
40616864689,Colombia,2021-06-01,1
40614911957,Colombia,2021-06-01,1
40615848477,Colombia,2021-06-01,1
40615734592,Colombia,2021-06-01,1
40615847745,Colombia,2021-06-01,3
40616646802,Colombia,2021-06-01,1
40614942322,Colombia,2021-06-01,1
40616962146,Colombia,2021-06-01,2
40616076686,Colombia,2021-06-01,1
40617148017,Colombia,2021-06-01,1
40616428812,Colombia,2021-06-01,1
40617269640,Colombia,2021-06-01,1
40608749100,Colombia,2021-06-01,1
40616838784,Colombia,2021-06-01,1
40616863294,Colombia,2021-06-01,1
40611590916,Colombia,2021-06-01,1
40616144861,Colombia,2021-06-01,1
40615804342,Colombia,2021-06-01,1
40616252287,Colombia,2021-06-01,1
40616184488,Colombia,2021-06-01,1
40616417100,Colombia,2021-06-01,1
40616198498,Colombia,2021-06-01,1
40617322379,Colombia,2021-06-01,1
40616290261,Colombia,2021-06-01,1
40612079952,Colombia,2021-06-01,1
40617290959,Colombia,2021-06-01,2
40616415257,Colombia,2021-06-01,1
40617202181,Colombia,2021-06-01,1
40615692490,Colombia,2021-06-01,2
40616268556,Colombia,2021-06-01,1
40616760552,Colombia,2021-06-01,1
40617259849,Colombia,2021-06-01,2
40616084365,Colombia,2021-06-01,1
40616569958,Colombia,2021-06-01,1
40615892334,Colombia,2021-06-01,2
40616448412,Colombia,2021-06-01,1
40615264210,Colombia,2021-06-01,1
40615761087,Colombia,2021-06-01,1
40616325556,Colombia,2021-06-01,1
40617073389,Colombia,2021-06-01,1
40615821079,Colombia,2021-06-01,2
40617288332,Colombia,2021-06-01,1
40616268917,Colombia,2021-06-01,1
40616377695,Colombia,2021-06-01,1
40617018144,Colombia,2021-06-01,1
40617303842,Colombia,2021-06-01,1
40615522859,Colombia,2021-06-01,1
40617167472,Colombia,2021-06-01,1
40615936166,Colombia,2021-06-01,2
40615362010,Colombia,2021-06-01,1
40615994066,Colombia,2021-06-01,1
40615077940,Colombia,2021-06-01,1
40615579931,Colombia,2021-06-01,1
40616240385,Colombia,2021-06-01,1
40616133270,Colombia,2021-06-01,1
40616680687,Colombia,2021-06-01,1
40617302151,Colombia,2021-06-01,1
40615595818,Colombia,2021-06-01,1
40617238268,Colombia,2021-06-01,8
40616294650,Colombia,2021-06-01,4
40616676752,Colombia,2021-06-01,1
40616386044,Colombia,2021-06-01,2
40615621066,Colombia,2021-06-01,1
40615782671,Colombia,2021-06-01,1
40616071379,Colombia,2021-06-01,1
40616774085,Colombia,2021-06-01,1
40616585030,Colombia,2021-06-01,1
40617256332,Colombia,2021-06-01,1
40616495386,Colombia,2021-06-01,1
40616500911,Colombia,2021-06-01,1
40615668824,Colombia,2021-06-01,1
40616167177,Colombia,2021-06-01,1
40615906119,Colombia,2021-06-01,1
40615488779,Colombia,2021-06-01,1
40617163813,Colombia,2021-06-01,1
40616311429,Colombia,2021-06-01,2
40616545039,Colombia,2021-06-01,4
40615793963,Colombia,2021-06-01,2
40615989359,Colombia,2021-06-01,1
40616239920,Colombia,2021-06-01,1
40616579463,Colombia,2021-06-01,1
40616307679,Colombia,2021-06-01,1
40615501625,Colombia,2021-06-01,1
40615425012,Colombia,2021-06-01,2
40616769618,Colombia,2021-06-01,5
40617006265,Colombia,2021-06-01,1
40615300889,Colombia,2021-06-01,1
40615314429,Colombia,2021-06-01,1
40617115973,Colombia,2021-06-01,1
40617130247,Colombia,2021-06-01,1
40616647081,Colombia,2021-06-01,1
40617239364,Colombia,2021-06-01,1
40616257370,Colombia,2021-06-01,1
40616028717,Colombia,2021-06-01,2
40615759808,Colombia,2021-06-01,1
40616082208,Colombia,2021-06-01,1
40613989767,Colombia,2021-06-01,1
40615768616,Colombia,2021-06-01,1
40614925364,Colombia,2021-06-01,1
40609785002,Colombia,2021-06-01,1
40617027066,Colombia,2021-06-01,1
40615880682,Colombia,2021-06-01,1
40616465882,Colombia,2021-06-01,1
40616106951,Colombia,2021-06-01,1
40617086812,Colombia,2021-06-01,1
40610708029,Colombia,2021-06-01,1
40616665430,Colombia,2021-06-01,1
40616133669,Colombia,2021-06-01,1
40616323313,Colombia,2021-06-01,1
40617170125,Colombia,2021-06-01,1
40615518697,Colombia,2021-06-01,1
40615429558,Colombia,2021-06-01,1
40615397506,Colombia,2021-06-01,1
40614923430,Colombia,2021-06-01,1
40615366136,Colombia,2021-06-01,1
40616416502,Colombia,2021-06-01,1
40616691031,Colombia,2021-06-01,1
40617211525,Colombia,2021-06-01,1
40615691366,Colombia,2021-06-01,2
40617186191,Colombia,2021-06-01,1
40616538220,Colombia,2021-06-01,1
40616317152,Colombia,2021-06-01,1
40616198266,Colombia,2021-06-01,3
40616438443,Colombia,2021-06-01,1
40617291315,Colombia,2021-06-01,1
40616262827,Colombia,2021-06-01,1
40616829419,Colombia,2021-06-01,1
40615957499,Colombia,2021-06-01,1
40616802608,Colombia,2021-06-01,2
40616486507,Colombia,2021-06-01,1
40617101180,Colombia,2021-06-01,1
40616442868,Colombia,2021-06-01,1
40617320332,Colombia,2021-06-01,2
40616755503,Colombia,2021-06-01,1
40616902626,Colombia,2021-06-01,1
40615765798,Colombia,2021-06-01,1
40617328228,Colombia,2021-06-01,1
40617350099,Colombia,2021-06-01,1
40616594047,Colombia,2021-06-01,1
40616704958,Colombia,2021-06-01,1
40616705280,Colombia,2021-06-01,2
40616497318,Colombia,2021-06-01,1
40615557959,Colombia,2021-06-01,1
40616183888,Colombia,2021-06-01,1
40616217478,Colombia,2021-06-01,1
40617135114,Colombia,2021-06-01,1
40615485644,Colombia,2021-06-01,1
40616682099,Colombia,2021-06-01,1
40616274718,Colombia,2021-06-01,1
40616796996,Colombia,2021-06-01,1
40613758005,Colombia,2021-06-01,1
40616078586,Colombia,2021-06-01,1
40615837517,Colombia,2021-06-01,1
40615159996,Colombia,2021-06-01,1
40615994193,Colombia,2021-06-01,1
40617253782,Colombia,2021-06-01,1
40616135446,Colombia,2021-06-01,1
40615462230,Colombia,2021-06-01,1
40616641412,Colombia,2021-06-01,1
40615818756,Colombia,2021-06-01,1
40616140005,Colombia,2021-06-01,5
40616576870,Colombia,2021-06-01,2
40615864082,Colombia,2021-06-01,1
40616516909,Colombia,2021-06-01,1
40617242181,Colombia,2021-06-01,2
40616639587,Colombia,2021-06-01,3
40616363387,Colombia,2021-06-01,1
40615882280,Colombia,2021-06-01,1
40615553255,Colombia,2021-06-01,1
40616465363,Colombia,2021-06-01,1
40616912718,Colombia,2021-06-01,1
40616651700,Colombia,2021-06-01,1
40617097651,Colombia,2021-06-01,1
40617226751,Colombia,2021-06-01,1
40616199058,Colombia,2021-06-01,1
40616727469,Colombia,2021-06-01,1
40616189975,Colombia,2021-06-01,1
40616827124,Colombia,2021-06-01,1
40616578220,Colombia,2021-06-01,2
40616531400,Colombia,2021-06-01,6
40616987120,Colombia,2021-06-01,1
40616249193,Colombia,2021-06-01,1
40616707893,Colombia,2021-06-01,1
40616538269,Colombia,2021-06-01,1
40615951109,Colombia,2021-06-01,2
40616165875,Colombia,2021-06-01,1
40616090667,Colombia,2021-06-01,2
40616346667,Colombia,2021-06-01,1
40615542026,Colombia,2021-06-01,1
40616640010,Colombia,2021-06-01,1
40615836118,Colombia,2021-06-01,1
40616902881,Colombia,2021-06-01,1
40616670596,Colombia,2021-06-01,1
40616278639,Colombia,2021-06-01,1
40617051415,Colombia,2021-06-01,1
40615798310,Colombia,2021-06-01,1
40616046028,Colombia,2021-06-01,1
40616264670,Colombia,2021-06-01,1
40615676080,Colombia,2021-06-01,1
40615813684,Colombia,2021-06-01,1
40615811257,Colombia,2021-06-01,6
40616227619,Colombia,2021-06-01,1
40615581708,Colombia,2021-06-01,1
40615838867,Colombia,2021-06-01,2
40616753771,Colombia,2021-06-01,1
40615852636,Colombia,2021-06-01,1
40617201190,Colombia,2021-06-01,4
40616797638,Colombia,2021-06-01,1
40617049598,Colombia,2021-06-01,2
40616486498,Colombia,2021-06-01,1
40616432822,Colombia,2021-06-01,1
40615806510,Colombia,2021-06-01,1
40616753817,Colombia,2021-06-01,1
40616678403,Colombia,2021-06-01,1
40617273500,Colombia,2021-06-01,1
40615640356,Colombia,2021-06-01,2
40615760481,Colombia,2021-06-01,1
40616042562,Colombia,2021-06-01,3
40616618936,Colombia,2021-06-01,1
40615632103,Colombia,2021-06-01,1
40615136985,Colombia,2021-06-01,2
40616268411,Colombia,2021-06-01,2
40616081213,Colombia,2021-06-01,1
40616121702,Colombia,2021-06-01,1
40615801374,Colombia,2021-06-01,1
40614830966,Colombia,2021-06-01,1
40616011618,Colombia,2021-06-01,1
40613467907,Colombia,2021-06-01,1
40616613973,Colombia,2021-06-01,1
40615532629,Colombia,2021-06-01,1
40615507404,Colombia,2021-06-01,3
40616819666,Colombia,2021-06-01,1
40617113627,Colombia,2021-06-01,1
40615153135,Colombia,2021-06-01,4
40615866447,Colombia,2021-06-01,2
40615568906,Colombia,2021-06-01,1
40616345989,Colombia,2021-06-01,1
40617156451,Colombia,2021-06-01,1
40616973800,Colombia,2021-06-01,1
40616505836,Colombia,2021-06-01,1
40615467314,Colombia,2021-06-01,1
40616421898,Colombia,2021-06-01,1
40616158945,Colombia,2021-06-01,1
40615774647,Colombia,2021-06-01,1
40614957705,Colombia,2021-06-01,1
40616333145,Colombia,2021-06-01,1
40615553494,Colombia,2021-06-01,1
40617041420,Colombia,2021-06-01,1
40616557274,Colombia,2021-06-01,1
40611801698,Colombia,2021-06-01,1
40615810897,Colombia,2021-06-01,1
40616518905,Colombia,2021-06-01,1
40613942913,Colombia,2021-06-01,1
40616155111,Colombia,2021-06-01,1
40617023346,Colombia,2021-06-01,1
40616540889,Colombia,2021-06-01,4
40617111373,Colombia,2021-06-01,1
40615677575,Colombia,2021-06-01,1
40615635817,Colombia,2021-06-01,2
40615919549,Colombia,2021-06-01,1
40617259305,Colombia,2021-06-01,1
40616346517,Colombia,2021-06-01,1
40615663084,Colombia,2021-06-01,1
40615756739,Colombia,2021-06-01,1
40607619623,Colombia,2021-06-01,1
40615042371,Colombia,2021-06-01,1
40615932334,Colombia,2021-06-01,1
40616845126,Colombia,2021-06-01,1
40615402861,Colombia,2021-06-01,1
40615831846,Colombia,2021-06-01,1
40616475965,Colombia,2021-06-01,1
40617306716,Colombia,2021-06-01,5
40616923447,Colombia,2021-06-01,1
40615120986,Colombia,2021-06-01,1
40615757397,Colombia,2021-06-01,1
40615953098,Colombia,2021-06-01,1
40615667610,Colombia,2021-06-01,2
